"","user","negative","positive","sentiment","lon","lat"
"532","AnthonyyGarza",1,0,-1,NA,NA
"533","antoasb",0,1,1,-89.2181911,13.6929403
"534","AntoinetteZim13",0,1,1,-81.5157535,27.6648274
"535","AntoniaHadgis",0,1,1,NA,NA
"536","antonialink1396",0,1,1,NA,NA
"537","antonnol",1,0,-1,-51.92528,-14.235004
"538","ANTONXAVIER007",2,0,-2,-121.4943996,38.5815719
"539","antraktsinema",0,1,1,28.9783589,41.0082376
"540","AnujaDeSilva",0,1,1,-73.7562317,42.6525793
"541","anyeaxonyea",1,0,-1,NA,NA
"542","aoaoyaoy",0,1,1,100.5017651,13.7563309
"543","aominesdaiki",1,1,0,-89.9134594,35.1170052
"544","aphelant",1,1,0,NA,NA
"545","aplusapp",1,2,1,-74.0059728,40.7127753
"546","apmaest",0,4,4,NA,NA
"547","ApolloBv",0,1,1,90.4125181,23.810332
"548","appnnshs",0,1,1,NA,NA
"549","APriapus",0,1,1,-103.3496092,20.6596988
"550","AprilSpectrum",1,0,-1,-105.7820674,39.5500507
"551","ArachnidSoul",1,1,0,NA,NA
"552","Aractls_",2,0,-2,121.774017,12.879721
"553","Archaeologuy",1,0,-1,-113.4909267,53.544389
"554","ArcherTyrell",2,1,-1,NA,NA
"555","Arcnaver",0,1,1,NA,NA
"556","arealpersonsaid",4,1,-3,NA,NA
"557","arebee",1,0,-1,NA,NA
"558","arelysalazarr",1,0,-1,-82.5306527,27.3364347
"559","ArendelleAnna",1,1,0,-117.7311638,34.0294905
"560","ArenPlaysGames",1,0,-1,-94.1429907,36.1268556
"561","Ares5280",1,0,-1,NA,NA
"562","Ariadne_Nunez26",0,1,1,NA,NA
"563","ariakravi",0,1,1,NA,NA
"564","arianaxsuriano",0,1,1,-122.4194155,37.7749295
"565","ariel_unrau",1,0,-1,-114.0708459,51.0486151
"566","arielleeromann",0,1,1,-94.1573561,45.5975088
"567","Ariggs24",0,1,1,NA,NA
"568","arimcruzz1",1,1,0,-95.2041135,32.5884735
"569","Ark_Tor",1,0,-1,-79.3831843,43.653226
"570","ArkangelWinter",1,0,-1,-88.8183872,33.4503998
"571","Arlnee",1,0,-1,-87.6610104,41.9340158
"572","armanwalker",1,0,-1,-118.2436849,34.0522342
"573","ARMcKiddy",1,1,0,NA,NA
"574","ArmlessKittyfox",1,0,-1,-122.3320708,47.6062095
"575","ArmondSarduy",1,0,-1,NA,NA
"576","Armor_10",0,1,1,153.4786461,-28.5040239
"577","ArmyStrang",0,1,1,-90.1994042,38.6270025
"578","Arod_htx",0,1,1,-95.3698028,29.7604267
"579","ARookBird",1,0,-1,-75.1652215,39.9525839
"580","aroteges",1,0,-1,NA,NA
"581","ArrezaKirk",0,1,1,NA,NA
"582","Arriiana_",0,1,1,-119.4179324,36.778261
"583","ArtByRiana",0,1,1,-118.2436849,34.0522342
"584","ArthurCrane",0,2,2,-100.3161126,25.6866142
"585","ArticDaWolf",0,1,1,NA,NA
"586","Artists_Ali",1,0,-1,NA,NA
"587","artlizveronica",0,1,1,-98.2532674,26.21648
"588","artofgaga1ff",0,4,4,5.8987296,51.9851034
"589","ArtsyIrvine",2,0,-2,174.7633315,-36.8484597
"590","artvacado_",0,1,1,NA,NA
"591","ArTWEETist",0,2,2,-81.3792365,28.5383355
"592","arya_valle",0,1,1,NA,NA
"593","AsadYR",2,0,-2,-77.0368707,38.9071923
"594","ASalaam_",0,1,1,-0.1277583,51.5073509
"595","asap_jells",1,0,-1,NA,NA
"596","asapameer808",0,1,1,-82.9000751,32.1656221
"597","AScottishHowler",0,3,3,NA,NA
"598","AScottsBravery",1,0,-1,NA,NA
"599","AsgGiovaV",0,3,3,-70.5906057,-33.6186082
"600","ashlawson_",0,1,1,-85.3096801,35.0456297
"601","ashleeyy_m",0,1,1,NA,NA
"602","ashley_hewitt97",1,0,-1,-124.164988,40.7916483
"603","ashley_lupercio",0,1,1,NA,NA
"604","ashleyarangua",0,1,1,-117.3235324,34.1821786
"605","AshleyArterbery",0,1,1,-95.712891,37.09024
"606","AshleyLCarter1",1,4,3,NA,NA
"607","AshleyNightmarr",1,0,-1,-106.346771,56.130366
"608","ashlie5sos",0,1,1,NA,NA
"609","AshlinPeters",0,1,1,NA,NA
"610","ashlxiigh",0,1,1,NA,NA
"611","AshlynMartin14",1,0,-1,-79.3831843,43.653226
"612","ashtrayyyyy",0,1,1,-112.0740373,33.4483771
"613","Ashunn",1,0,-1,1.14822,52.056736
"614","askmenfess",0,1,1,NA,NA
"615","askore_",1,0,-1,NA,NA
"616","AskStephenD",0,2,2,NA,NA
"617","ASlANDOLL",0,2,2,NA,NA
"618","asley_labrecque",0,1,1,NA,NA
"619","asmorris78",1,0,-1,NA,NA
"620","ASpahalski",0,1,1,NA,NA
"621","Aspectusly",0,1,1,-88.7878678,43.7844397
"622","aspeed",1,0,-1,-105.1057706,39.7861555
"623","aspIoded",1,1,0,NA,NA
"624","aspiringdreamer",0,1,1,NA,NA
"625","asshleyko",1,1,0,NA,NA
"626","assirac__",0,1,1,NA,NA
"627","AstridKitten76",1,0,-1,NA,NA
"628","asvpchadiee_",0,1,1,NA,NA
"629","atDudeGuy",3,0,-3,NA,NA
"630","atomicrocketpop",0,1,1,NA,NA
"631","attacksn",0,1,1,NA,NA
"632","Atthedriveintmv",1,2,1,NA,NA
"633","attina_xoxo",0,1,1,NA,NA
"634","aubrey_crespo",0,1,1,-77.3514805,37.52565
"635","aubriannaa_",0,1,1,NA,NA
"636","audriettex",0,1,1,NA,NA
"637","Auhim",1,0,-1,-84.3879824,33.7489954
"638","AuntFannysPants",1,0,-1,NA,NA
"639","aurora_f",0,1,1,-122.3320708,47.6062095
"640","Auroraknite",0,1,1,NA,NA
"641","Auroramejiia",1,0,-1,-95.712891,37.09024
"642","austinjeffords2",2,2,0,-81.563874,28.385233
"643","austinjohngill",0,1,1,NA,NA
"644","austinkeller009",1,0,-1,-111.8314724,33.4151843
"645","AuthorAJBrent",6,2,-4,-118.2436849,34.0522342
"646","AuthorX",1,0,-1,-97.7430608,30.267153
"647","autumndelea",1,1,0,-94.6554874,31.6035129
"648","avaadanielle",0,1,1,-95.3698028,29.7604267
"649","avaamarrie",0,1,1,NA,NA
"650","AvaSLCTraINman",1,0,-1,NA,NA
"651","AvaTheAllMighty",1,0,-1,153.1932534,-28.6104322
"652","Avaya_APN",1,0,-1,-74.4815438,40.7967667
"653","avengxrsassmble",0,1,1,NA,NA
"654","averageJoseppe",1,0,-1,-74.0059728,40.7127753
"655","AvilaSammy",0,1,1,NA,NA
"656","avishaiw",1,0,-1,NA,NA
"657","AvocadoHenry",4,1,-3,NA,NA
"658","Avonsalez",1,0,-1,NA,NA
"659","avr1231",1,0,-1,NA,NA
"660","Awesemma22",1,0,-1,NA,NA
"661","AwesomeFrank7",1,0,-1,-117.9981387,33.8674044
"662","awgeful",1,1,0,-95.3698028,29.7604267
"663","awkward_dancer",1,1,0,NA,NA
"664","AwkwrdBlacBoi",1,1,0,NA,NA
"665","awsomealex2000",0,4,4,NA,NA
"666","axhleynicole_",0,1,1,-118.255075,34.1425078
"667","axkoniencki",0,1,1,NA,NA
"668","ayanamiikari",0,1,1,NA,NA
"669","Aye_Frashia",1,0,-1,-106.7636538,32.3199396
"670","aye_thomas11",0,1,1,-84.352067,33.9057
"671","ayee__daisy",0,1,1,NA,NA
"672","ayeeee_gee",1,0,-1,NA,NA
"673","ayeerinaaa",0,1,1,-119.4179324,36.778261
"674","ayrianna_k",0,1,1,NA,NA
"675","aysha_izaguirre",0,1,1,NA,NA
"676","AyuuIsHere",3,1,-2,NA,NA
"677","azalea_table",0,1,1,-117.3961564,33.9533487
"678","AZConservative1",2,1,-1,-111.0937311,34.0489281
"679","AZeeee123",0,1,1,-121.8863286,37.3382082
"680","aznagreb_n",0,1,1,NA,NA
"681","AzPetey",0,1,1,-112.0740373,33.4483771
"682","azuele0829",1,0,-1,-74.0059728,40.7127753
"683","azulgris27",1,0,-1,NA,NA
"684","B_rennuh",0,1,1,NA,NA
"685","B_smith0445",0,1,1,NA,NA
"686","b0bbyhimself",2,0,-2,NA,NA
"687","b1e56df9ce6549f",1,0,-1,NA,NA
"688","b3lla_victoria",0,1,1,NA,NA
"689","babehky",0,1,1,-122.9449941,45.5184158
"690","BabetteJones",2,0,-2,NA,NA
"691","BabyBeazle",2,0,-2,NA,NA
"692","babymiqs",0,1,1,-77.0368707,38.9071923
"693","babyrach_21",0,1,1,NA,NA
"694","BabySmurfff",0,1,1,-91.7283193,37.8493266
"695","babytoyspk",0,1,1,72.7097161,31.1704063
"696","Back_In_Time85",0,1,1,-75.1574567,39.9559288
"697","back_the_BBC",0,1,1,NA,NA
"698","BackToTheMouse",0,2,2,NA,NA
"699","BadAsianGirls",0,2,2,NA,NA
"700","BADFEMlNIST",1,1,0,-117.0018526,32.7965346
"701","BadFilipinas",0,2,2,NA,NA
"702","badgal_ari",1,0,-1,-118.2436849,34.0522342
"703","badgalLexxi",0,1,1,NA,NA
"704","BadJayesh",0,1,1,80.3318736,26.449923
"705","BadMammyBlog",3,0,-3,-8.4863157,51.8968917
"706","BadToTheBoehne",1,0,-1,-97.4780954,35.6528323
"707","bae_warden",1,0,-1,NA,NA
"708","BaeJinyoung_USA",1,0,-1,-119.4179324,36.778261
"709","baekoned",0,1,1,NA,NA
"710","baenisya",1,1,0,NA,NA
"711","baileydubroc",0,1,1,-90.0715323,29.9510658
"712","baileyparshall",0,1,1,NA,NA
"713","bakugogogo",0,1,1,NA,NA
"714","balko07",0,2,2,NA,NA
"715","BallerinaBecca",1,0,-1,NA,NA
"716","ballerzpage",0,1,1,NA,NA
"717","bamayodc",0,1,1,-78.6568942,37.4315734
"718","BamAzp",1,0,-1,NA,NA
"719","bandana_LGBT",1,0,-1,NA,NA
"720","Bane1349",2,0,-2,88.4154498,26.7420473
"721","bankinformer",1,0,-1,NA,NA
"722","baocolumbus",1,0,-1,-82.9987942,39.9611755
"723","bapoapst",2,0,-2,NA,NA
"724","barbaravitali2",1,0,-1,12.56738,41.87194
"725","bardorod_24",1,0,-1,-119.4179324,36.778261
"726","BarefootGringa",0,1,1,NA,NA
"727","BarkinBargains",0,2,2,-94.6858998,46.729553
"728","Baronesa1980",1,0,-1,-70.6692655,-33.4488897
"729","BarraBauer",1,0,-1,NA,NA
"730","barrieatchley11",0,1,1,NA,NA
"731","bartok526",1,0,-1,NA,NA
"732","BasedFaith1776",1,0,-1,NA,NA
"733","BasedSkywalker",1,0,-1,-78.994219,35.104075
"734","Bassberts",2,0,-2,-80.8459127,35.2396686
"735","basserolllll",3,1,-2,NA,NA
"736","bat_lesbian",1,0,-1,-1.1743197,52.3555177
"737","BathGod_",2,0,-2,-94.4768536,38.8125317
"738","Batson115",0,1,1,NA,NA
"739","bavisser1",1,0,-1,NA,NA
"740","BayareaSoxfan",0,1,1,NA,NA
"741","Bayl3rat",2,0,-2,NA,NA
"742","bayoubabylon",1,2,1,-85.7254933,30.1862095
"743","Bayrozgarr",0,2,2,74.3587473,31.5203696
"744","baytearte",1,1,0,-73.9846334,40.7544955
"745","bbriannamarieee",0,1,1,-89.0928155,30.3674198
"746","bcgrandy",0,1,1,NA,NA
"747","Be_Doubtless",0,1,1,NA,NA
"748","Be_Nice_Today",2,1,-1,-88.1535352,41.7508391
"749","beach_gabrielle",0,1,1,-76.9239727,38.6002114
"750","beanbeast34",0,1,1,NA,NA
"751","Beanz4Twenty",2,1,-1,NA,NA
"752","BeardedLuchador",0,1,1,-119.4179324,36.778261
"753","BearsFanJordan",3,0,-3,NA,NA
"754","beatriz02409",3,1,-2,-85.207229,12.865416
"755","BeautyFashion6",0,2,2,-94.8474567,36.7511833
"756","Beccaabaee",2,1,-1,-119.4179324,36.778261
"757","beccahamos",0,5,5,-74.0059728,40.7127753
"758","BeccaMitchhh",1,0,-1,NA,NA
"759","BeccaZ",0,1,1,NA,NA
"760","beccca28_",0,1,1,-97.1466695,31.549333
"761","BecerraSimon",0,1,1,-117.9686755,33.9930677
"762","beckeeeyboo_",1,1,0,-80.1917902,25.7616798
"763","Beckham_David01",0,1,1,-87.6297982,41.8781136
"764","beckyasaboy",1,0,-1,-94.1632404,45.5579451
"765","beckywylie8886",0,3,3,NA,NA
"766","BedheadRuth",1,1,0,NA,NA
"767","beebuzz1255",0,1,1,NA,NA
"768","beeinchicago",1,0,-1,-87.6297982,41.8781136
"769","BeingVirat",0,1,1,-74.0059728,40.7127753
"770","bekahhhj",0,1,1,NA,NA
"771","beliebermine",1,0,-1,NA,NA
"772","bellenot_mattie",0,1,1,NA,NA
"773","bellesthetics",1,2,1,-85.0766113,33.5801103
"774","bemfkh",0,1,1,112.613289,-7.952194
"775","Ben_Scerri",1,0,-1,144.9630576,-37.8136276
"776","benavides02_",0,1,1,NA,NA
"777","benehubermuc",0,1,1,10.451526,51.165691
"778","benGSchout",1,0,-1,NA,NA
"779","benheyde",1,0,-1,NA,NA
"780","BenjaminChaise",1,0,-1,-118.6439809,34.1973122
"781","BennettStreet1",2,1,-1,NA,NA
"782","BenzoEnzo_Mk2",0,2,2,-3.435973,55.378051
"783","BertKillian",0,1,1,NA,NA
"784","bestUStraders",1,0,-1,-95.61667,36.308649
"785","betboy_gaybe",2,0,-2,-99.9018131,31.9685988
"786","BethellJack",1,1,0,NA,NA
"787","betterthanwes10",0,1,1,NA,NA
"788","Bevansisbae",0,1,1,-73.087749,41.6032207
"789","beverleegoodba3",0,1,1,NA,NA
"790","BewareTheDemon",0,1,1,NA,NA
"791","Beyond_Toxin",1,1,0,-81.5157535,27.6648274
"792","beyondthepixie",1,6,5,-75.015152,-9.189967
"793","Beyrise",0,1,1,NA,NA
"794","bfoley799",0,1,1,NA,NA
"795","bg04mike",0,1,1,-121.435829,38.592584
"796","BGirlBAM143",0,1,1,NA,NA
"797","BGNWhan",1,0,-1,NA,NA
"798","BhaveshChauhan",1,0,-1,NA,NA
"799","biancab303",0,1,1,NA,NA
"800","biancablanx",0,1,1,NA,NA
"801","biancagonzzalez",0,1,1,NA,NA
"802","biancajand",1,0,-1,-73.9901259,40.7323483
"803","biancampr",1,0,-1,NA,NA
"804","BiancaZdiaz",0,1,1,NA,NA
"805","bibi_gerbaud",0,1,1,NA,NA
"806","BibLando",0,2,2,-73.9890226,40.7663625
"807","bibliogrrl",1,0,-1,NA,NA
"808","BIGBROWNBEAVERZ",1,0,-1,NA,NA
"809","BigEbaySales",1,2,1,-110.926479,32.2217429
"810","BigH2112",2,0,-2,NA,NA
"811","bigred_13",1,0,-1,NA,NA
"812","BigRue44",1,0,-1,-75.8030108,41.326677
"813","BigShiva_",2,0,-2,-3.74922,40.463667
"814","BIGstevecw",0,1,1,NA,NA
"815","bihuguessedit",0,2,2,-122.6716063,45.6318397
"816","biirodrii",0,1,1,NA,NA
"817","BillFagg_",1,0,-1,0.4690888,51.7343313
"818","billy_b0nes",1,0,-1,133.775136,-25.274398
"819","BinkleyKelsi",0,1,1,NA,NA
"820","biomasters2",1,0,-1,NA,NA
"821","BipashaPriyanka",0,1,1,-119.4179324,36.778261
"822","bisc00t",1,0,-1,NA,NA
"823","bishopgames",1,1,0,-95.712891,37.09024
"824","bitbater",1,1,0,NA,NA
"825","bitofacharacter",0,1,1,-1.1743197,52.3555177
"826","biz_tips",0,1,1,NA,NA
"827","Bizarro_Mike",0,1,1,-122.4194155,37.7749295
"828","bizzlemybreath",3,0,-3,-117.0970596,32.6617005
"829","bizzleshavana",0,2,2,115.820265,-31.905
"830","BJDARULA",1,0,-1,-96.7625524,32.8713713
"831","bjkbrady",1,2,1,-79.0414261,33.5510021
"832","bkindngood",1,1,0,NA,NA
"833","bklimt",1,0,-1,-119.4179324,36.778261
"834","bknight2",1,0,-1,NA,NA
"835","black_obsidion",0,1,1,126.9397716,37.4990663
"836","blackbeaans",0,1,1,-75.5276699,38.9108325
"837","blackfarah1",3,0,-3,NA,NA
"838","BlackLodgeAgent",0,2,2,NA,NA
"839","Blacksheep_tate",1,0,-1,-2.2426305,53.4807593
"840","BlackShmello",0,1,1,-89.3985283,32.3546679
"841","BlackThoughts91",0,1,1,-76.6121893,39.2903848
"842","blackwidowlexi",0,1,1,NA,NA
"843","BlakeBowles6",0,3,3,NA,NA
"844","BlakeJWard",1,0,-1,150.8930607,-34.4278121
"845","BlakeleyYa",0,1,1,NA,NA
"846","BlakelySpears",0,1,1,-96.80111,33.2362278
"847","blakkksheep",0,2,2,-95.4171601,30.0799405
"848","blanc_84",1,0,-1,NA,NA
"849","Blastellanos_",1,1,0,NA,NA
"850","blimeywalker",1,0,-1,-122.3320708,47.6062095
"851","blm03",1,0,-1,NA,NA
"852","BloggyBarbie",0,1,1,-78.8289727,42.7167654
"853","blondellvilcia4",0,1,1,NA,NA
"854","bloodybits",2,0,-2,NA,NA
"855","bloomasheeran",1,0,-1,NA,NA
"856","blowryontv",0,1,1,-118.2436849,34.0522342
"857","bluefluffbutt",0,2,2,-81.5157535,27.6648274
"858","BlueKiteArt",0,1,1,-99.9018131,31.9685988
"859","blueknight1109",1,0,-1,-86.5804473,35.5174913
"860","bluinq",0,1,1,-77.297508,18.109581
"861","blythebrum",1,0,-1,-81.6035062,30.3500511
"862","BManDrewLos",1,1,0,NA,NA
"863","bmeialtarnidzer",0,1,1,-74.0059728,40.7127753
"864","bndaughety",0,1,1,-78.8779405,42.9326024
"865","BNewt_22",1,0,-1,NA,NA
"866","boardinker",2,0,-2,-82.4571776,27.950575
"867","BobbyMcIntyre2",0,2,2,-113.4909267,53.544389
"868","BocoCgi",0,1,1,-81.7291312,28.5350194
"869","BodybyBane",3,3,0,NA,NA
"870","bohon123",0,1,1,NA,NA
"871","BOLIVIANITA10",1,1,0,NA,NA
"872","bonbonsandbooks",1,1,0,NA,NA
"873","BonJohnVi",0,1,1,NA,NA
"874","bonjourchez",0,1,1,NA,NA
"875","Boog_Tweets",1,0,-1,NA,NA
"876","boohooAus",0,1,1,133.775136,-25.274398
"877","book_quot",0,1,1,NA,NA
"878","Bookshelf_U",0,1,1,-74.0059728,40.7127753
"879","BoomStickC2",3,2,-1,NA,NA
"880","BootlegGirl",2,0,-2,-75.1652215,39.9525839
"881","borreeeeddd",2,1,-1,NA,NA
"882","bortlicenseplt",0,1,1,NA,NA
"883","BossaliniiMsq",0,1,1,NA,NA
"884","bott_bryan",0,1,1,NA,NA
"885","BoulderPreston",1,2,1,-105.2705456,40.0149856
"886","BoutiqueBV",0,2,2,NA,NA
"887","bowybowi",3,1,-2,100.992541,15.870032
"888","BOXERDOGMAN",2,0,-2,NA,NA
"889","Boyblue3000",1,3,2,NA,NA
"890","boyprendd",0,2,2,NA,NA
"891","bpddisney",2,2,0,-98.4170523,29.5170728
"892","bpm8",0,1,1,NA,NA
"893","bqxx26",1,1,0,NA,NA
"894","BR_DEALS",0,1,1,NA,NA
"895","br_mills",1,0,-1,NA,NA
"896","br26",1,0,-1,NA,NA
"897","BrackJ0anna",0,2,2,NA,NA
"898","BradHubbard",1,0,-1,-104.990251,39.7392358
"899","bradrachelbart1",0,1,1,115.8604572,-31.9505269
"900","bradysbunch96",1,3,2,NA,NA
"901","braigory",0,2,2,NA,NA
"902","Brailyn_Kenzie",0,1,1,NA,NA
"903","brandialmaraz",0,1,1,NA,NA
"904","brandidaily2187",0,1,1,NA,NA
"905","brandon_boyett",1,0,-1,-99.9018131,31.9685988
"906","Brandon29541468",1,1,0,-83.985,42.43472
"907","Brandon8Nettles",0,1,1,NA,NA
"908","brandsich",1,0,-1,NA,NA
"909","brandylara61",0,1,1,-119.4179324,36.778261
"910","Brazil201",1,0,-1,NA,NA
"911","brazyfabian",2,0,-2,NA,NA
"912","breakyoselfff",1,0,-1,-115.1398296,36.1699412
"913","BrecAR",0,1,1,-74.0059728,40.7127753
"914","breenj22",1,0,-1,NA,NA
"915","brendaa18",0,1,1,NA,NA
"916","BrendaBrasiil",0,1,1,NA,NA
"917","Brendan85240221",3,3,0,NA,NA
"918","BrendaSchory",1,0,-1,-88.3406158,41.9182653
"919","brenicholee",0,1,1,NA,NA
"920","brettcm82",1,0,-1,-75.977985,36.8529263
"921","briana_castro6",0,1,1,NA,NA
"922","BrianHerczeg",1,3,2,-122.2913078,37.8271784
"923","briannaazzzz",0,1,1,NA,NA
"924","BriannaCherry",1,0,-1,-118.3089661,34.1808392
"925","BriannaCuhz",0,1,1,NA,NA
"926","bridgetves",1,0,-1,NA,NA
"927","brie2disney",0,1,1,-95.9979883,41.2523634
"928","bright_rapier",2,0,-2,NA,NA
"929","BrilloTheTwig",0,2,2,-91.9690284,34.5442609
"930","britt_snow2000",0,1,1,135.49459,34.7065245
"931","brittaney_C",0,1,1,-120.7401385,47.7510741
"932","brittanie_le",1,0,-1,NA,NA
"933","Brittany_Books",0,1,1,NA,NA
"934","BrittColacicco",1,1,0,NA,NA
"935","brittkarcher",1,0,-1,NA,NA
"936","BrittneeBraun",1,0,-1,-118.2436849,34.0522342
"937","BrittneyOwens24",0,1,1,NA,NA
"938","BrittyBeary",1,1,0,NA,NA
"939","brobro1_",0,1,1,-95.962422,36.039666
"940","Brodie_Paul_7",1,0,-1,-122.272747,37.8715926
"941","Brogan_tjb",0,1,1,NA,NA
"942","brokearthoe",0,1,1,NA,NA
"943","BroleyLST325",1,0,-1,NA,NA
"944","brookee017",0,1,1,NA,NA
"945","Brookie8533",0,1,1,NA,NA
"946","BrookieDG",1,0,-1,-77.054724,40.821326
"947","BrooklynLajorkm",1,0,-1,-73.9441579,40.6781784
"948","Broquete",1,1,0,-73.8648268,40.8447819
"949","browseamazing",1,0,-1,NA,NA
"950","BruceJ95",0,2,2,-89.7811745,30.2751945
"951","brucelebrunjr",0,1,1,NA,NA
"952","Bruh_itsBree",1,1,0,NA,NA
"953","bryan_bdhensley",1,0,-1,NA,NA
"954","bryanlamle",0,1,1,NA,NA
"955","BryanLeoChi95",1,0,-1,NA,NA
"956","bryanna_lupian",0,1,1,-90.1887679,32.5325229
"957","BryBryasaurus",2,0,-2,-85.7584557,38.2526647
"958","brycepugh",1,0,-1,-123.1207375,49.2827291
"959","bryrosaa",1,0,-1,NA,NA
"960","bsindia",0,1,1,78.96288,20.593684
"961","bsmithherbert",1,0,-1,-79.3831843,43.653226
"962","bsperoz",1,0,-1,-71.2503257,41.6023245
"963","BStapIes",1,1,0,NA,NA
"964","BSVLMJ",1,0,-1,-95.712891,37.09024
"965","BT_MK_3",3,0,-3,-1.1743197,52.3555177
"966","btgyusuf",1,1,0,-74.154407,40.731456
"967","BtwHenrique",0,1,1,NA,NA
"968","BubbleJewelry",1,2,1,NA,NA
"969","buck_ers",1,0,-1,144.9630576,-37.8136276
"970","BuckeyevsTworld",0,2,2,NA,NA
"971","BuenaVista28",0,2,2,-117.9189742,33.8120918
"972","BuffyMilner",1,0,-1,-119.4179324,36.778261
"973","buggyirk",0,2,2,NA,NA
"974","BullCraftMaxx",2,2,0,-74.0059728,40.7127753
"975","bulletofmine",0,2,2,102.416342,3.440991
"976","Bullish",1,0,-1,NA,NA
"977","bullshitskater",1,0,-1,-118.2436849,34.0522342
"978","BumbleBoze",0,1,1,NA,NA
"979","bump",0,1,1,-84.3879824,33.7489954
"980","bungkercorp",0,1,1,96.7493993,4.695135
"981","BunnBuns",1,0,-1,-93.2650108,44.977753
"982","BunnyBotNews",0,1,1,-77.1945247,41.2033216
"983","bunnyyee",0,3,3,NA,NA
"984","burkeliam",0,1,1,144.9440905,-37.8071283
"985","butterbaugh15",1,0,-1,-95.712891,37.09024
"986","Butters360",2,0,-2,-81.3792365,28.5383355
"987","BuyingToys",0,1,1,NA,NA
"988","BvdAlexis",0,1,1,-118.1937395,33.7700504
"989","bxbyjacks",1,0,-1,NA,NA
"990","bxlatinoheat",0,1,1,NA,NA
"991","Byteolides",0,1,1,-80.1917902,25.7616798
"992","byunxaeri",0,1,1,NA,NA
"993","C____Spears",1,0,-1,NA,NA
"994","C_A_Drucker",1,0,-1,NA,NA
"995","C_ESCAPADE",2,0,-2,NA,NA
"996","C_Huckabaa",3,1,-2,-90.0866195,35.0485681
"997","C_J_Hawkins",1,0,-1,NA,NA
"998","C00mbs13",0,1,1,-94.8724706,40.3461017
"999","c1nderh3lm",1,0,-1,NA,NA
"1000","C3mtl",1,0,-1,NA,NA
"1001","ca_90210",0,1,1,-118.4104684,34.1030032
"1002","CAAABROOOONAAAA",0,1,1,NA,NA
"1003","caarolinaav",0,1,1,-110.926479,32.2217429
"1004","cabellgbtq",0,2,2,NA,NA
"1005","cabellosdaloren",1,0,-1,4.8951679,52.3702157
"1006","cabellosecco",0,2,2,NA,NA
"1007","CACGraphics",0,2,2,NA,NA
"1008","cade_floyd",1,0,-1,NA,NA
"1009","cadful",0,1,1,NA,NA
"1010","CaelJHarden",0,1,1,NA,NA
"1011","cahtlaydee",2,0,-2,NA,NA
"1012","CaileesiCos",1,0,-1,-122.1430195,37.4418834
"1013","cailynpng",3,0,-3,-81.0998342,32.0835407
"1014","CaitlynLeMere",0,4,4,-88.019826,44.519159
"1015","caitlynrschnell",0,1,1,-81.563874,28.385233
"1016","caitmariell",0,1,1,NA,NA
"1017","cakeorpie",0,1,1,-118.2436849,34.0522342
"1018","caleb_shemwell",1,0,-1,-87.6297982,41.8781136
"1019","CalebHayworth",0,2,2,-81.3278455,28.677775
"1020","califoryann",0,1,1,-119.4179324,36.778261
"1021","call_me_darkman",1,0,-1,NA,NA
"1022","callahan_deej97",0,1,1,NA,NA
"1023","calliemarie27",0,1,1,NA,NA
"1024","CallMeCaitlyn_n",1,0,-1,-90.7354508,33.7453784
"1025","CallmeJaden15",0,1,1,-58.3815591,-34.6036844
"1026","CallMeSugaFree",1,1,0,-96.6558179,31.5346146
"1027","callyecobb",1,0,-1,-88.0398912,30.6953657
"1028","calumsanderson",3,3,0,145.9706647,-41.4545196
"1029","CalvinSorochan",2,0,-2,-106.346771,56.130366
"1030","CameronSchultz2",1,0,-1,NA,NA
"1031","CameronZiggy",0,1,1,27.1226118,65.5773567
"1032","camieeee",0,3,3,NA,NA
"1033","Camilamr98",0,1,1,NA,NA
"1034","Cammi_Becrazy",0,1,1,-76.6412712,39.0457549
"1035","camostgr",1,0,-1,-117.5931084,34.1063989
"1036","campwags",1,2,1,NA,NA
"1037","Camren_ForLife",0,2,2,NA,NA
"1038","camrrenizer",0,2,2,NA,NA
"1039","camwright",0,1,1,-118.2436849,34.0522342
"1040","camxrxn",1,0,-1,NA,NA
"1041","camziicabeyo97",0,2,2,NA,NA
"1042","CanadaBaconDay",0,1,1,-106.346771,56.130366
"1043","canales_thuy",0,1,1,-104.8771726,39.5807452
"1044","CANCERj52",0,1,1,-95.3698028,29.7604267
"1045","candyGalaxies",1,0,-1,NA,NA
"1046","cankindaedit",3,0,-3,NA,NA
"1047","CanoNaoml",1,0,-1,-99.9018131,31.9685988
"1048","CanSpanier",1,0,-1,NA,NA
"1049","cantdecodes",1,0,-1,-0.1726065,51.4914925
"1050","cantforgofriday",1,0,-1,NA,NA
"1051","CantKetcham",1,0,-1,NA,NA
"1052","cantpopdismolly",0,1,1,-121.8863286,37.3382082
"1053","canunotpatrick",1,0,-1,-116.2155619,33.7205771
"1054","Canyonerohero",1,0,-1,-87.6297982,41.8781136
"1055","Capn_Pringles",2,0,-2,NA,NA
"1056","CapnButler1021",0,1,1,NA,NA
"1057","CapnCrunchicles",1,0,-1,NA,NA
"1058","CapriceParkerG",0,2,2,NA,NA
"1059","capricorn1860",0,1,1,-95.712891,37.09024
"1060","Capricornus_Rex",1,0,-1,NA,NA
"1061","Capsulon44",1,0,-1,NA,NA
"1062","captain_smores",3,2,-1,NA,NA
"1063","CaptainLiShang",1,0,-1,104.195397,35.86166
"1064","CaptainSeashark",1,0,-1,NA,NA
